1:[(2, 12.36931687685298), (3, 19.209372712298546), (4, 31.064449134018133), (5, 22.20360331117452), (6, 16.76305461424021), (7, 22.825424421026653), (8, 11.661903789690601), (9, 24.20743687382041), (10, 34.0147027033899), (11, 12.083045973594572), (12, 20.8806130178211), (13, 41.86884283091664), (14, 26.92582403567252), (15, 36.013886210738214), (16, 18.601075237738275), (17, 30.675723300355934), (18, 27.586228448267445), (19, 45.79301256742124), (20, 20.8806130178211), (21, 26.92582403567252), (22, 7.0710678118654755), (23, 21.587033144922902), (24, 29.0), (25, 33.1058907144937), (26, 18.867962264113206), (27, 8.06225774829855), (28, 16.15549442140351), (29, 21.37755832643195), (30, 32.64965543462902), (31, 17.0), (32, 6.082762530298219), (33, 42.95346318982906), (34, 30.610455730027933), (35, 27.313000567495326), (36, 31.064449134018133), (37, 30.4138126514911), (38, 18.788294228055936), (39, 43.04648650006177), (40, 56.0357029044876), (41, 44.204072210600685), (42, 44.94441010848846), (43, 34.17601498127012), (44, 37.656340767525464), (45, 42.04759208325728), (46, 13.92838827718412), (47, 23.323807579381203), (48, 12.36931687685298), (49, 26.40075756488817), (50, 24.20743687382041), (51, 13.892443989449804)]
2:[(1, 12.36931687685298), (3, 15.297058540778355), (4, 37.013511046643494), (5, 21.02379604162864), (6, 28.071337695236398), (7, 34.92849839314596), (8, 22.20360331117452), (9, 16.278820596099706), (10, 28.071337695236398), (11, 10.63014581273465), (12, 24.758836806279895), (13, 50.11985634456667), (14, 37.656340767525464), (15, 35.4682957019364), (16, 8.54400374531753), (17, 34.058772731852805), (18, 35.77708763999664), (19, 50.91168824543142), (20, 12.041594578792296), (21, 14.7648230602334), (22, 10.63014581273465), (23, 33.95585369269929), (24, 41.10960958218893), (25, 43.41658669218482), (26, 29.068883707497267), (27, 19.026297590440446), (28, 18.973665961010276), (29, 9.055385138137417), (30, 23.769728648009426), (31, 23.323807579381203), (32, 11.40175425099138), (33, 39.11521443121589), (34, 20.0), (35, 19.1049731745428), (36, 24.413111231467404), (37, 31.906112267087632), (38, 14.560219778561036), (39, 35.4400902933387), (40, 61.5223536610881), (41, 50.44799302251776), (42, 48.010415536631214), (43, 46.486557196677836), (44, 38.948684188300895), (45, 40.26164427839479), (46, 19.72308292331602), (47, 29.410882339705484), (48, 24.73863375370596), (49, 21.02379604162864), (50, 13.892443989449804), (51, 21.02379604162864)]
3:[(1, 19.209372712298546), (2, 15.297058540778355), (4, 49.678969393496885), (5, 36.05551275463989), (6, 35.35533905932738), (7, 35.014282800023196), (8, 21.095023109728988), (9, 31.0), (10, 43.01162633521314), (11, 25.079872407968907), (12, 38.27531841800928), (13, 61.07372593840988), (14, 45.65084884205331), (15, 50.59644256269407), (16, 23.0), (17, 48.02082881417188), (18, 46.75467891024384), (19, 64.20280367709809), (20, 7.810249675906654), (21, 24.166091947189145), (22, 12.206555615733702), (23, 36.6742416417845), (24, 45.60701700396552), (25, 51.97114584074513), (26, 25.317977802344327), (27, 27.202941017470888), (28, 9.486832980505138), (29, 17.08800749063506), (30, 37.48332962798263), (31, 15.811388300841896), (32, 22.80350850198276), (33, 54.3323108288245), (34, 32.28002478313795), (35, 10.04987562112089), (36, 12.083045973594572), (37, 46.51881339845203), (38, 29.832867780352597), (39, 49.49747468305833), (40, 74.65252842335616), (41, 63.0317380372777), (42, 62.26556030423239), (43, 47.0), (44, 53.71219600798314), (45, 55.54277630799526), (46, 32.01562118716424), (47, 41.86884283091664), (48, 28.460498941515414), (49, 36.22154055254967), (50, 27.294688127912362), (51, 32.55764119219941)]
4:[(1, 31.064449134018133), (2, 37.013511046643494), (3, 49.678969393496885), (5, 20.396078054371138), (6, 21.02379604162864), (7, 37.12142238654117), (8, 37.64306044943742), (9, 32.7566787083184), (10, 31.400636936215164), (11, 26.627053911388696), (12, 12.529964086141668), (13, 15.033296378372908), (14, 17.88854381999832), (15, 18.867962264113206), (16, 35.34119409414458), (17, 7.615773105863909), (18, 7.615773105863909), (19, 14.7648230602334), (20, 48.91829923454004), (21, 44.94441010848846), (22, 38.01315561749642), (23, 31.25699921617557), (24, 28.635642126552707), (25, 17.69180601295413), (26, 42.579337712087536), (27, 24.166091947189145), (28, 47.01063709417264), (29, 43.9089968002003), (30, 38.01315561749642), (31, 46.238512086787566), (32, 26.90724809414742), (33, 30.528675044947494), (34, 41.593268686170845), (35, 55.97320787662612), (36, 60.81118318204309), (37, 12.649110640673518), (38, 26.570660511172846), (39, 40.52159917870962), (40, 25.0), (41, 13.45362404707371), (42, 16.0312195418814), (43, 40.85339643163099), (44, 14.866068747318506), (45, 24.839484696748443), (46, 17.69180601295413), (47, 7.810249675906654), (48, 29.427877939124322), (49, 28.071337695236398), (50, 37.64306044943742), (51, 17.204650534085253)]
5:[(1, 22.20360331117452), (2, 21.02379604162864), (3, 36.05551275463989), (4, 20.396078054371138), (6, 25.495097567963924), (7, 40.22437072223753), (8, 33.24154027718932), (9, 12.36931687685298), (10, 14.212670403551895), (11, 11.180339887498949), (12, 9.219544457292887), (13, 35.35533905932738), (14, 30.463092423455635), (15, 14.560219778561036), (16, 16.278820596099706), (17, 14.7648230602334), (18, 23.194827009486403), (19, 31.906112267087632), (20, 32.7566787083184), (21, 25.059928172283335), (22, 27.073972741361768), (23, 36.124783736376884), (24, 38.8329756778952), (25, 33.95585369269929), (26, 40.162171256046406), (27, 20.591260281974), (28, 37.12142238654117), (29, 25.45584412271571), (30, 18.24828759089466), (31, 39.11521443121589), (32, 16.1245154965971), (33, 20.8806130178211), (34, 21.213203435596427), (35, 39.66106403010388), (36, 45.27692569068709), (37, 11.313708498984761), (38, 7.0710678118654755), (39, 24.20743687382041), (40, 42.43819034784589), (41, 32.69556544854363), (42, 27.586228448267445), (43, 48.79549159502341), (44, 18.027756377319946), (45, 20.024984394500787), (46, 12.041594578792296), (47, 15.132745950421556), (48, 29.154759474226502), (49, 8.246211251235321), (50, 17.46424919657298), (51, 14.142135623730951)]
6:[(1, 16.76305461424021), (2, 28.071337695236398), (3, 35.35533905932738), (4, 21.02379604162864), (5, 25.495097567963924), (7, 16.492422502470642), (8, 18.027756377319946), (9, 34.0147027033899), (10, 39.698866482558415), (11, 21.840329667841555), (12, 18.027756377319946), (13, 27.202941017470888), (14, 10.295630140987), (15, 34.438350715445125), (16, 31.575306807693888), (17, 24.73863375370596), (18, 14.560219778561036), (19, 34.92849839314596), (20, 37.64306044943742), (21, 41.30375285612676), (22, 23.259406699226016), (23, 11.180339887498949), (24, 13.92838827718412), (25, 16.64331697709324), (26, 21.840329667841555), (27, 9.055385138137417), (28, 29.732137494637012), (29, 37.013511046643494), (30, 42.05948168962618), (31, 27.202941017470888), (32, 17.029386365926403), (33, 44.654227123532216), (34, 42.37924020083418), (35, 44.01136216933077), (36, 47.41307836451879), (37, 27.313000567495326), (38, 26.832815729997478), (39, 49.678969393496885), (40, 44.01136216933077), (41, 31.953090617340916), (42, 37.0), (43, 23.345235059857504), (44, 33.24154027718932), (45, 41.14608122288197), (46, 13.601470508735444), (47, 15.524174696260024), (48, 8.94427190999916), (49, 33.015148038438355), (50, 36.40054944640259), (51, 11.40175425099138)]
7:[(1, 22.825424421026653), (2, 34.92849839314596), (3, 35.014282800023196), (4, 37.12142238654117), (5, 40.22437072223753), (6, 16.492422502470642), (8, 14.035668847618199), (9, 46.09772228646444), (10, 54.037024344425184), (11, 33.301651610693426), (12, 34.0147027033899), (13, 39.84971769034255), (14, 21.587033144922902), (15, 50.695167422546305), (16, 41.340053217188775), (17, 41.23105625617661), (18, 30.0), (19, 50.15974481593781), (20, 40.311288741492746), (21, 49.658836071740545), (22, 25.709920264364882), (23, 6.082762530298219), (24, 14.212670403551895), (25, 26.92582403567252), (26, 11.180339887498949), (27, 19.849433241279208), (28, 26.30589287593181), (29, 43.657759905886145), (30, 54.56189146281496), (31, 20.8806130178211), (32, 27.018512172212592), (33, 60.41522986797286), (34, 53.25410782277739), (35, 45.0), (36, 46.389654018972806), (37, 43.657759905886145), (38, 39.59797974644666), (39, 63.7808748764079), (40, 58.249463516842795), (41, 46.52956049652737), (42, 53.150729063673246), (43, 12.041594578792296), (44, 49.72926703662542), (45, 57.38466694161429), (46, 28.30194339616981), (47, 32.01562118716424), (48, 11.313708498984761), (49, 46.75467891024384), (50, 46.87216658103186), (51, 26.419689627245813)]
8:[(1, 11.661903789690601), (2, 22.20360331117452), (3, 21.095023109728988), (4, 37.64306044943742), (5, 33.24154027718932), (6, 18.027756377319946), (7, 14.035668847618199), (9, 35.805027579936315), (10, 45.617978911828175), (11, 23.706539182259394), (12, 30.0), (13, 45.221676218380054), (14, 27.586228448267445), (15, 46.2709412050371), (16, 29.698484809834994), (17, 39.20459156782532), (18, 32.202484376209235), (19, 52.20153254455275), (20, 26.30589287593181), (21, 36.89173349139343), (22, 12.083045973594572), (23, 15.811388300841896), (24, 25.079872407968907), (25, 33.94112549695428), (26, 7.211102550927978), (27, 14.035668847618199), (28, 13.0), (29, 30.4138126514911), (30, 44.204072210600685), (31, 9.219544457292887), (32, 17.46424919657298), (33, 54.120236510939236), (34, 41.72529209005013), (35, 31.016124838541646), (36, 32.7566787083184), (37, 40.01249804748511), (38, 30.4138126514911), (39, 54.70831746635972), (40, 61.741396161732524), (41, 49.658836071740545), (42, 52.952809179494906), (43, 26.076809620810597), (44, 47.01063709417264), (45, 52.61178575186362), (46, 23.021728866442675), (47, 30.59411708155671), (48, 9.219544457292887), (49, 38.01315561749642), (50, 35.35533905932738), (51, 22.02271554554524)]
9:[(1, 24.20743687382041), (2, 16.278820596099706), (3, 31.0), (4, 32.7566787083184), (5, 12.36931687685298), (6, 34.0147027033899), (7, 46.09772228646444), (8, 35.805027579936315), (10, 12.041594578792296), (11, 12.806248474865697), (12, 21.02379604162864), (13, 47.67598976424087), (14, 41.0), (15, 23.345235059857504), (16, 8.0), (17, 26.92582403567252), (18, 35.0), (19, 43.829214001622255), (20, 25.495097567963924), (21, 13.45362404707371), (22, 26.0), (23, 43.266615305567875), (24, 47.92702786528704), (25, 45.27692569068709), (26, 43.01162633521314), (27, 26.627053911388696), (28, 35.17101079013795), (29, 16.15549442140351), (30, 8.48528137423857), (31, 39.0), (32, 19.1049731745428), (33, 23.769728648009426), (34, 9.0), (35, 31.622776601683793), (36, 37.64306044943742), (37, 22.825424421026653), (38, 7.280109889280518), (39, 19.313207915827967), (40, 54.20332093147061), (41, 44.94441010848846), (42, 38.600518131237564), (43, 56.302753041036986), (44, 28.42534080710379), (45, 26.419689627245813), (46, 20.8806130178211), (47, 27.018512172212592), (48, 34.828149534535996), (49, 6.4031242374328485), (50, 5.656854249492381), (51, 23.08679276123039)]
10:[(1, 34.0147027033899), (2, 28.071337695236398), (3, 43.01162633521314), (4, 31.400636936215164), (5, 14.212670403551895), (6, 39.698866482558415), (7, 54.037024344425184), (8, 45.617978911828175), (9, 12.041594578792296), (11, 21.93171219946131), (12, 22.825424421026653), (13, 46.17358552246078), (14, 44.294469180700204), (15, 15.811388300841896), (16, 20.024984394500787), (17, 24.08318915758459), (18, 36.05551275463989), (19, 38.8329756778952), (20, 37.48332962798263), (21, 23.706539182259394), (22, 37.107950630558946), (23, 50.20956084253277), (24, 53.009433122794285), (25, 47.16990566028302), (26, 52.773099207835045), (27, 34.20526275297414), (28, 46.69047011971501), (29, 27.892651361962706), (30, 9.219544457292887), (31, 50.0), (32, 28.178005607210743), (33, 12.083045973594572), (34, 15.620499351813308), (35, 43.41658669218482), (36, 49.47726750741192), (37, 19.026297590440446), (38, 15.231546211727817), (39, 10.0), (40, 48.38388161361178), (41, 41.19465984809196), (42, 31.953090617340916), (43, 62.96824596572466), (44, 21.840329667841555), (45, 16.278820596099706), (46, 26.1725046566048), (47, 28.231188426986208), (48, 42.80186911806539), (49, 7.615773105863909), (50, 16.76305461424021), (51, 28.319604517012593)]
11:[(1, 12.083045973594572), (2, 10.63014581273465), (3, 25.079872407968907), (4, 26.627053911388696), (5, 11.180339887498949), (6, 21.840329667841555), (7, 33.301651610693426), (8, 23.706539182259394), (9, 12.806248474865697), (10, 21.93171219946131), (12, 14.212670403551895), (13, 40.311288741492746), (14, 30.01666203960727), (15, 25.709920264364882), (16, 10.0), (17, 23.430749027719962), (18, 26.248809496813376), (19, 40.311288741492746), (20, 22.67156809750927), (21, 20.024984394500787), (22, 16.0), (23, 30.528675044947494), (24, 35.73513677041127), (25, 35.12833614050059), (26, 30.886890422961002), (27, 13.892443989449804), (28, 26.019223662515376), (29, 17.46424919657298), (30, 21.2602916254693), (31, 28.442925306655784), (32, 6.4031242374328485), (33, 31.25699921617557), (34, 20.615528128088304), (35, 29.732137494637012), (36, 35.0), (37, 21.470910553583888), (38, 6.708203932499369), (39, 31.064449134018133), (40, 50.93132631298737), (41, 40.0), (42, 37.44329045369811), (43, 43.56604182158393), (44, 28.635642126552707), (45, 31.144823004794873), (46, 10.198039027185569), (47, 19.235384061671343), (48, 22.02271554554524), (49, 14.317821063276353), (50, 14.560219778561036), (51, 12.041594578792296)]
12:[(1, 20.8806130178211), (2, 24.758836806279895), (3, 38.27531841800928), (4, 12.529964086141668), (5, 9.219544457292887), (6, 18.027756377319946), (7, 34.0147027033899), (8, 30.0), (9, 21.02379604162864), (10, 22.825424421026653), (11, 14.212670403551895), (13, 26.92582403567252), (14, 21.470910553583888), (15, 16.76305461424021), (16, 22.847319317591726), (17, 9.848857801796104), (18, 14.035668847618199), (19, 26.1725046566048), (20, 36.76955262170047), (21, 32.57299494980466), (22, 27.313000567495326), (23, 29.154759474226502), (24, 30.479501308256342), (25, 24.73863375370596), (26, 36.22154055254967), (27, 16.0312195418814), (28, 37.0), (29, 31.38470965295043), (30, 27.459060435491963), (31, 37.48332962798263), (32, 15.652475842498529), (33, 26.627053911388696), (34, 30.01666203960727), (35, 43.840620433565945), (36, 48.91829923454004), (37, 10.04987562112089), (38, 14.317821063276353), (39, 32.7566787083184), (40, 36.76955262170047), (41, 25.80697580112788), (42, 24.166091947189145), (43, 41.23105625617661), (44, 17.029386365926403), (45, 23.40939982143925), (46, 7.0710678118654755), (47, 6.0), (48, 23.769728648009426), (49, 17.46424919657298), (50, 25.495097567963924), (51, 8.06225774829855)]
